contractor_id,contractor_name,specialization,district,rating,tier,years_in_business,gst_number,mobile_number,email,active_contracts,completion_rate_percent,status,area_sq_ft,predicted_contract_amount_inr
VEN0463,Crystal Cleaning Facility Management,Painting,Valsad,4.6,Silver,15,24IHZRR3089A1ZX,9531436233,crystalcleaningfacilitymanagement@gmail.com,136,93,Active,826,14530
VEN0464,Skyline Security Enterprises,Painting,Gandhinagar,4.9,Gold,17,24HCLRU9880E1ZZ,9721052007,skylinesecurityenterprises@gmail.com,92,99,Active,3431,60640
VEN0465,Om Plumbing Maintenance,Pest Control,Mehsana,4.5,Silver,23,24CDSFT0090Z1ZV,9200354196,omplumbingmaintenance@gmail.com,52,95,Active,2020,12170
VEN0466,Gujarat Water Tank Cleaning Services,Landscaping,Ahmedabad,4.2,Silver,4,24EFDOZ6701K1ZY,9916565248,gujaratwatertankcleaningservices@gmail.com,66,96,Active,12174,176010
VEN0467,Crystal Electrical Services,Security,Surat,3.7,Bronze,21,24TLRXL9637L1ZW,9660284744,crystalelectricalservices@gmail.com,130,90,Active,4588,53580
VEN0468,Sunrise Furniture Facility Management,Cleaning,Junagadh,4.4,Silver,15,24MMYWZ4841Y1ZM,9401396307,sunrisefurniturefacilitymanagement@gmail.com,49,84,Active,1642,13390
VEN0469,Prime Painting Works,Pest Control,Kutch,3.9,Bronze,7,24HYOFM7491V1ZB,9319761542,primepaintingworks@gmail.com,130,80,Active,3197,19580
VEN0470,Gujarat Plumbing Works,Water Tank Cleaning,Patan,4.5,Silver,21,24DDHSU8390O1ZL,9423283997,gujaratplumbingworks@gmail.com,147,90,Active,4129,31590
VEN0471,Reliable Furniture Enterprises,Water Tank Cleaning,Anand,5.0,Gold,24,24PGVMM0507T1ZK,9046892477,reliablefurnitureenterprises@gmail.com,75,84,Active,2066,16380
VEN0472,Modern Cleaning Care,Cleaning,Mehsana,3.9,Bronze,13,24VMDHI9658U1ZG,9951771727,moderncleaningcare@gmail.com,113,80,Active,2739,22010
VEN0473,Gujarat Painting Facility Management,Cleaning,Ahmedabad,3.8,Bronze,22,24QKJUZ4314K1ZD,9941625300,gujaratpaintingfacilitymanagement@gmail.com,88,97,Active,2131,16900
VEN0474,Elite Security Enterprises,HVAC,Ahmedabad,4.0,Bronze,22,24LIEPT6370Q1ZB,9774911170,elitesecurityenterprises@gmail.com,97,91,Active,7752,165540
VEN0475,Reliable Electrical Care,Cleaning,Patan,4.2,Silver,22,24USOCF1782B1ZU,9606640799,reliableelectricalcare@gmail.com,40,96,Active,2250,17860
VEN0476,Reliable Security Infra,HVAC,Ahmedabad,4.7,Gold,18,24TMRSO0525A1ZL,9753812597,reliablesecurityinfra@gmail.com,77,88,Active,4577,104770
VEN0477,Sunrise Security Associates,Furniture,Bharuch,4.1,Bronze,12,24FXKQL4967G1ZF,9131927726,sunrisesecurityassociates@gmail.com,59,98,Active,150,5290
VEN0478,Gujarat Security Care,Furniture,Bharuch,3.7,Bronze,8,24NIFEI4774M1ZT,9794576901,gujaratsecuritycare@gmail.com,5,80,Active,467,16660
VEN0479,Sai Cleaning Engineers,Painting,Valsad,4.9,Gold,14,24SYCJQ9732U1ZA,9201149991,saicleaningengineers@gmail.com,12,95,Active,3221,60050
VEN0480,Crystal Cleaning Solutions,Furniture,Valsad,3.7,Bronze,20,24SHAOB6233B1ZP,9441086987,crystalcleaningsolutions@gmail.com,127,86,Active,1702,61150
VEN0481,A1 Cleaning Engineers,Furniture,Anand,4.9,Gold,24,24LAQWV4942X1ZB,9203853975,a1cleaningengineers@gmail.com,87,91,Active,943,32610
VEN0482,Skyline Plumbing Maintenance,Pest Control,Junagadh,4.2,Silver,11,24DRXRK9021L1ZU,9478105865,skylineplumbingmaintenance@gmail.com,143,85,Active,6871,39190
VEN0483,Prime Furniture Infra,HVAC,Rajkot,3.7,Bronze,18,24ONOGO9767P1ZD,9383958234,primefurnitureinfra@gmail.com,32,87,Active,6687,144930
VEN0484,Shree Landscaping Solutions,Electrical,Navsari,4.3,Silver,9,24THFQY1022Y1ZV,9029434633,shreelandscapingsolutions@gmail.com,58,89,Active,3839,110220
VEN0485,Skyline Water Tank Cleaning Maintenance,Water Tank Cleaning,Surat,4.9,Gold,23,24MAIAS8350W1ZS,9639400494,skylinewatertankcleaningmaintenance@gmail.com,144,82,Active,2832,23460
VEN0486,Om Furniture Solutions,Security,Anand,4.2,Silver,21,24ZAIUW2401V1ZY,9050125857,omfurnituresolutions@gmail.com,69,98,Active,4871,61100
VEN0487,Prime Electrical Facility Management,Furniture,Ahmedabad,4.3,Silver,14,24UUXUB1368H1ZW,9479117954,primeelectricalfacilitymanagement@gmail.com,98,93,Active,426,14790
VEN0488,Shree Landscaping Works,Electrical,Patan,4.5,Silver,17,24ALSBC8645H1ZE,9115649320,shreelandscapingworks@gmail.com,52,98,Active,3525,101140
VEN0489,Skyline Electrical Associates,Furniture,Jamnagar,3.7,Bronze,11,24DSABU1650Z1ZE,9324264215,skylineelectricalassociates@gmail.com,143,82,Active,1536,54010
VEN0490,Prime Plumbing Associates,Electrical,Morbi,3.8,Bronze,18,24ZBEQK6984Y1ZN,9033173482,primeplumbingassociates@gmail.com,37,95,Active,742,20990
VEN0491,Secure HVAC Enterprises,Landscaping,Navsari,3.9,Bronze,17,24ULABC8163M1ZI,9489353395,securehvacenterprises@gmail.com,103,98,Active,7267,105960
VEN0492,Om Pest Control Works,Water Tank Cleaning,Vadodara,4.3,Silver,10,24QYWPF9321J1ZG,9854246781,ompestcontrolworks@gmail.com,80,86,Active,1117,8690
VEN0493,Modern Landscaping Associates,Pest Control,Bhavnagar,4.0,Bronze,5,24SWQFU8164H1ZM,9425516298,modernlandscapingassociates@gmail.com,105,80,Active,7333,43720
VEN0494,Om Furniture Engineers,Pest Control,Bharuch,4.9,Gold,18,24OFBLZ5431F1ZD,9380825279,omfurnitureengineers@gmail.com,113,86,Active,4155,23760
VEN0495,Shree Electrical Works,Painting,Navsari,5.0,Gold,15,24GFPTY3205Y1ZH,9193501569,shreeelectricalworks@gmail.com,129,83,Active,2322,41110
VEN0496,Metro Furniture Infra,Pest Control,Bhavnagar,3.9,Bronze,7,24XHARL8842C1ZN,9747363528,metrofurnitureinfra@gmail.com,130,93,Active,1934,11810
VEN0497,Secure Security Works,Landscaping,Kutch,3.6,Bronze,16,24PJSPS3723M1ZI,9222640926,securesecurityworks@gmail.com,120,80,Active,14378,213610
VEN0498,Green Water Tank Cleaning Works,Cleaning,Morbi,4.1,Bronze,15,24SXCGF3941S1ZU,9551030271,greenwatertankcleaningworks@gmail.com,146,81,Active,4570,35340
VEN0499,A1 Electrical Associates,Pest Control,Jamnagar,4.9,Gold,11,24DLWEK1086S1ZU,9788724410,a1electricalassociates@gmail.com,55,99,Active,3164,18920
VEN0500,Metro Pest Control Associates,Plumbing,Jamnagar,4.7,Gold,19,24YGAWT5050E1ZF,9011885221,metropestcontrolassociates@gmail.com,33,87,Active,1450,33500
